"","ensembl_gene_id","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"89","ENSG00000013563","X",154401236,154412112,-1,"protein_coding","DNASE1L1","deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]"
"90","ENSG00000014123","6",96521595,96555276,1,"protein_coding","UFL1","UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]"
"91","ENSG00000014216","11",65180566,65212006,1,"protein_coding","CAPN1","calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]"
"92","ENSG00000014641","2",63588609,63607197,1,"protein_coding","MDH1","malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]"
"93","ENSG00000015133","14",91271323,91417844,-1,"protein_coding","CCDC88C","coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]"
"94","ENSG00000016391","3",53812335,53846419,-1,"protein_coding","CHDH","choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]"
"95","ENSG00000017483","X",48458537,48470260,-1,"protein_coding","SLC38A5","solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]"
"96","ENSG00000017797","18",9475009,9538114,1,"protein_coding","RALBP1","ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]"
"97","ENSG00000018607","2",132304806,132326855,1,"transcribed_unprocessed_pseudogene","ZNF806","zinc finger protein 806 [Source:HGNC Symbol;Acc:HGNC:33228]"
"98","ENSG00000019144","11",118606440,118658031,1,"protein_coding","PHLDB1","pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]"
"99","ENSG00000020426","14",60734742,60969965,1,"protein_coding","MNAT1","MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181]"
"100","ENSG00000021300","11",73646178,73662819,1,"protein_coding","PLEKHB1","pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]"
"101","ENSG00000021826","2",210477682,210679107,1,"protein_coding","CPS1","carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]"
"102","ENSG00000022840","12",120533480,120577588,1,"protein_coding","RNF10","ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]"
"103","ENSG00000023191","11",494512,507300,-1,"protein_coding","RNH1","ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]"
"104","ENSG00000023839","10",99782640,99852594,1,"protein_coding","ABCC2","ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]"
"105","ENSG00000023909","1",93885199,93909456,-1,"protein_coding","GCLM","glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]"
"106","ENSG00000024526","1",68474152,68497221,-1,"protein_coding","DEPDC1","DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]"
"107","ENSG00000025434","11",47248300,47269033,1,"protein_coding","NR1H3","nuclear receptor subfamily 1 group H member 3 [Source:HGNC Symbol;Acc:HGNC:7966]"
"108","ENSG00000025708","22",50525752,50530032,-1,"protein_coding","TYMP","thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]"
"109","ENSG00000025770","22",50508224,50524780,1,"protein_coding","NCAPH2","non-SMC condensin II complex subunit H2 [Source:HGNC Symbol;Acc:HGNC:25071]"
"110","ENSG00000026652","6",161129967,161274061,-1,"protein_coding","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]"
"111","ENSG00000027075","14",61187559,61550976,1,"protein_coding","PRKCH","protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]"
"112","ENSG00000028116","2",57907629,58159920,1,"protein_coding","VRK2","VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]"
"113","ENSG00000028839","6",133952170,133990432,1,"protein_coding","TBPL1","TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]"
"114","ENSG00000030110","6",33572547,33580293,-1,"protein_coding","BAK1","BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]"
"115","ENSG00000030582","17",44345246,44353106,1,"protein_coding","GRN","granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]"
"116","ENSG00000031691","6",49463370,49493107,1,"protein_coding","CENPQ","centromere protein Q [Source:HGNC Symbol;Acc:HGNC:21347]"
"117","ENSG00000033011","16",5033702,5087379,1,"protein_coding","ALG1","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]"
"118","ENSG00000033170","14",65410592,65744121,1,"protein_coding","FUT8","fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]"
"119","ENSG00000033327","11",78215293,78418348,-1,"protein_coding","GAB2","GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]"
"120","ENSG00000034510","2",84905656,84906671,1,"protein_coding","TMSB10","thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]"
"121","ENSG00000034693","6",143450805,143490616,1,"protein_coding","PEX3","peroxisomal biogenesis factor 3 [Source:HGNC Symbol;Acc:HGNC:8858]"
"122","ENSG00000035499","5",60596912,60700190,-1,"protein_coding","DEPDC1B","DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]"
"123","ENSG00000035664","15",63907036,64072033,-1,"protein_coding","DAPK2","death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]"
"124","ENSG00000035720","4",67558727,67607337,1,"protein_coding","STAP1","signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]"
"125","ENSG00000036530","14",99684298,99727301,1,"protein_coding","CYP46A1","cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]"
"126","ENSG00000036828","3",122183668,122291629,1,"protein_coding","CASR","calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]"
"127","ENSG00000037241","5",172958729,172969771,1,"protein_coding","RPL26L1","ribosomal protein L26 like 1 [Source:HGNC Symbol;Acc:HGNC:17050]"
"128","ENSG00000038219","4",13568738,13627725,-1,"protein_coding","BOD1L1","biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]"
"129","ENSG00000038945","8",16107878,16567490,-1,"protein_coding","MSR1","macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]"
"130","ENSG00000040341","8",73420369,73747708,-1,"protein_coding","STAU2","staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]"
"131","ENSG00000040608","22",20241415,20283246,-1,"protein_coding","RTN4R","reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]"
"132","ENSG00000041353","18",54717860,54895516,1,"protein_coding","RAB27B","RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]"
"133","ENSG00000041357","15",78540405,78552417,1,"protein_coding","PSMA4","proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]"
"134","ENSG00000041988","1",6624866,6635586,1,"protein_coding","THAP3","THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]"
"135","ENSG00000042317","14",88384924,88470350,1,"protein_coding","SPATA7","spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]"
"136","ENSG00000042493","2",85394753,85418432,-1,"protein_coding","CAPG","capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]"
"137","ENSG00000042753","19",46838136,46850846,-1,"protein_coding","AP2S1","adaptor related protein complex 2 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:565]"
"138","ENSG00000043093","3",182938074,182985953,-1,"protein_coding","DCUN1D1","defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]"
"139","ENSG00000043462","5",170246233,170297815,-1,"protein_coding","LCP2","lymphocyte cytosolic protein 2 [Source:HGNC Symbol;Acc:HGNC:6529]"
"140","ENSG00000046604","18",31498177,31549008,1,"protein_coding","DSG2","desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]"
"141","ENSG00000046653","X",13770939,13938638,-1,"protein_coding","GPM6B","glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]"
"142","ENSG00000047365","4",35948221,36244514,-1,"protein_coding","ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]"
"143","ENSG00000047578","16",27550133,27780369,1,"protein_coding","KATNIP","katanin interacting protein [Source:HGNC Symbol;Acc:HGNC:29068]"
"144","ENSG00000047617","12",5531869,5946232,-1,"protein_coding","ANO2","anoctamin 2 [Source:HGNC Symbol;Acc:HGNC:1183]"
"145","ENSG00000047644","X",10015254,10144474,1,"protein_coding","WWC3","WWC family member 3 [Source:HGNC Symbol;Acc:HGNC:29237]"
"146","ENSG00000047849","3",47850690,48089272,-1,"protein_coding","MAP4","microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]"
"147","ENSG00000048052","7",18086949,19002416,1,"protein_coding","HDAC9","histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]"
"148","ENSG00000048140","5",176647387,176659054,1,"protein_coding","TSPAN17","tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]"
"149","ENSG00000048342","4",15469865,15601552,1,"protein_coding","CC2D2A","coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]"
"150","ENSG00000048462","16",11965210,11968068,1,"protein_coding","TNFRSF17","TNF receptor superfamily member 17 [Source:HGNC Symbol;Acc:HGNC:11913]"
"151","ENSG00000048707","1",12230030,12512047,1,"protein_coding","VPS13D","vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595]"
"152","ENSG00000049130","12",88492793,88580851,-1,"protein_coding","KITLG","KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]"
"153","ENSG00000049167","5",60866454,60945073,-1,"protein_coding","ERCC8","ERCC excision repair 8, CSA ubiquitin ligase complex subunit [Source:HGNC Symbol;Acc:HGNC:3439]"
"154","ENSG00000049192","5",65148738,65481920,-1,"protein_coding","ADAMTS6","ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]"
"155","ENSG00000049323","2",32946953,33399509,1,"protein_coding","LTBP1","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]"
"156","ENSG00000049618","6",156776020,157210779,1,"protein_coding","ARID1B","AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]"
"157","ENSG00000050327","7",144355288,144380632,1,"protein_coding","ARHGEF5","Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209]"
"158","ENSG00000050438","12",51391317,51515763,1,"protein_coding","SLC4A8","solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]"
"159","ENSG00000050555","9",131009174,131094473,1,"protein_coding","LAMC3","laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]"
"160","ENSG00000050628","1",70852353,71047808,-1,"protein_coding","PTGER3","prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]"
"161","ENSG00000051128","19",18929201,18941261,-1,"protein_coding","HOMER3","homer scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]"
"162","ENSG00000051523","16",88643289,88651054,-1,"protein_coding","CYBA","cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]"
"163","ENSG00000051825","12",123152320,123244014,-1,"protein_coding","MPHOSPH9","M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]"
"164","ENSG00000052802","4",165327667,165343164,1,"protein_coding","MSMO1","methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]"
"165","ENSG00000053254","14",89124871,89619149,-1,"protein_coding","FOXN3","forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]"
"166","ENSG00000053371","1",19303965,19312144,-1,"protein_coding","AKR7A2","aldo-keto reductase family 7 member A2 [Source:HGNC Symbol;Acc:HGNC:389]"
"167","ENSG00000053372","1",19251805,19260128,1,"protein_coding","MRTO4","MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]"
"168","ENSG00000053501","19",17215346,17219829,1,"protein_coding","USE1","unconventional SNARE in the ER 1 [Source:HGNC Symbol;Acc:HGNC:30882]"
"169","ENSG00000054116","1",36136570,36156053,-1,"protein_coding","TRAPPC3","trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:HGNC:19942]"
"170","ENSG00000054148","9",136848724,136851027,1,"protein_coding","PHPT1","phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30033]"
"171","ENSG00000054179","9",137048107,137054061,-1,"protein_coding","ENTPD2","ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364]"
"172","ENSG00000054356","2",219289623,219309648,-1,"protein_coding","PTPRN","protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]"
"173","ENSG00000054523","1",10210570,10381603,1,"protein_coding","KIF1B","kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]"
"174","ENSG00000054690","14",67533290,67589612,1,"protein_coding","PLEKHH1","pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]"
"175","ENSG00000055147","5",153990148,154038936,-1,"protein_coding","FAM114A2","family with sequence similarity 114 member A2 [Source:HGNC Symbol;Acc:HGNC:1333]"
"176","ENSG00000055950","10",100969458,100987515,-1,"protein_coding","MRPL43","mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]"
