"","ensgene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"12","ENSG00000161912",175.757351857731,-1.77861569141971,0.342449511909252,-5.19380413627523,2.06039908040352e-07,1.45691427393257e-06,"6",41101022,41140835,1,"transcribed_unprocessed_pseudogene","ADCY10P1","ADCY10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44143]"
"13","ENSG00000163016",33.4748751065041,-1.75318826900637,0.420715846670929,-4.16715529704699,3.08424390037113e-05,0.000145147313866616,"2",73641083,73697509,1,"transcribed_unprocessed_pseudogene","ALMS1P1","ALMS1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29586]"
"14","ENSG00000165874",17.6557085012963,-2.11488627065416,0.640397939282576,-3.30245639613304,0.000958419876840195,0.00319153098551896,"10",46610474,46652025,-1,"transcribed_unprocessed_pseudogene","SHLD2P1","shieldin complex subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31425]"
"15","ENSG00000166473",11.4077207892341,-1.54056498543183,0.663305121467979,-2.32255855649413,0.0202028792798717,0.0457287346724848,"16",81100875,81220370,-1,"polymorphic_pseudogene","PKD1L2","polycystin 1 like 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:21715]"
"16","ENSG00000167747",267.730986537176,1.25038347003864,0.371086947407746,3.36951617073379,0.000753002727207409,0.00257226738069309,"19",50797704,50804929,-1,"transcribed_unitary_pseudogene","C19orf48","chromosome 19 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29667]"
"17","ENSG00000168852",173.331392168522,2.58784503048329,0.358837668929547,7.21174295386302,5.52401787840309e-13,9.1940134757642e-12,"13",40812309,40921749,-1,"transcribed_unprocessed_pseudogene","TPTE2P5","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42356]"
"18","ENSG00000170629",223.345969465072,-1.04288995358191,0.19729117875375,-5.28604451638252,1.24989489636016e-07,9.19773154630487e-07,"7",103175133,103280410,-1,"transcribed_unprocessed_pseudogene","DPY19L2P2","DPY19L2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:21764]"
"19","ENSG00000170827",10.0502571529727,-2.00073600725889,0.820994131279735,-2.43696748981654,0.0148110108777571,0.034971721518236,"9",133079900,133087355,1,"transcribed_unprocessed_pseudogene","CELP","carboxyl ester lipase pseudogene [Source:HGNC Symbol;Acc:HGNC:1849]"
"20","ENSG00000172900",217.335600737816,-1.4705577477136,0.188686301256639,-7.79366460585519,6.50931871773635e-15,1.40779244521914e-13,"11",71382601,71423423,-1,"transcribed_unitary_pseudogene","ACTE1P","actin epsilon 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:51491]"
"21","ENSG00000173209",1861.47490407311,-1.36825794562145,0.211171473302705,-6.47936922644903,9.21068577340027e-11,1.10080947777419e-09,"2",61177418,61191203,1,"transcribed_unitary_pseudogene","AHSA2P","activator of HSP90 ATPase homolog 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:20437]"
"22","ENSG00000173295",61.3963198283537,-1.42526961166576,0.302475798686961,-4.7120120613048,2.45282858395601e-06,1.42661233613896e-05,"8",8228595,8244865,1,"transcribed_unprocessed_pseudogene","FAM86B3P","family with sequence similarity 86 member B3, pseudogene [Source:HGNC Symbol;Acc:HGNC:44371]"
"23","ENSG00000173727",27.0991924580788,-1.7607870770054,0.366462355150704,-4.80482388506534,1.54887780999299e-06,9.37153931017837e-06,"11",65455258,65466720,1,"transcribed_unprocessed_pseudogene","","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (FAU) pseudogene"
"24","ENSG00000174028",4.63959621981305,-5.81328330342381,1.73463400023674,-3.35130252412349,0.000804323819333903,0.00272620850776526,"X",23075758,23076767,1,"processed_pseudogene","FAM3C2P","family with sequence similarity 3 member C2, pseudogene [Source:HGNC Symbol;Acc:HGNC:34501]"
"25","ENSG00000174384",239.257941062706,1.53569118742817,0.253758207372049,6.05178923405857,1.43245809610795e-09,1.44660851802999e-08,"7",73093657,73105389,1,"unprocessed_pseudogene","PMS2P6","PMS1 homolog 2, mismatch repair system component pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:33514]"
"26","ENSG00000176054",3.40870822990453,-3.48908150783838,1.27715228738091,-2.73192284296302,0.00629658848854039,0.0167212830477973,"21",28997613,28998033,-1,"processed_pseudogene","RPL23P2","ribosomal protein L23 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10324]"
"27","ENSG00000176584",43.8534247548172,-1.81221689215307,0.324191698483776,-5.58995464914336,2.27128924290244e-08,1.90024765742357e-07,"10",122729429,122826868,1,"transcribed_unitary_pseudogene","DMBT1L1","deleted in malignant brain tumors 1 like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:49497]"
"28","ENSG00000177173",86.2824042377728,-2.16456302894045,0.235658011025683,-9.18518755004068,4.10810801554633e-20,1.65947585187267e-18,"1",116532936,116534092,-1,"processed_pseudogene","NAP1L4P1","nucleosome assembly protein 1 like 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39740]"
"29","ENSG00000177359",145.58403033256,3.85240971225563,1.27658998097495,3.01773456604563,0.00254671862671442,0.00756670926649555,"12",31111652,31201235,-1,"transcribed_unprocessed_pseudogene","","ovostatin 2"
"30","ENSG00000177590",6.36847716310717,5.35258830898063,1.29668616349853,4.12789806790183,3.66094322037081e-05,0.00016949637832687,"7",150746893,150747728,-1,"processed_pseudogene","GIMAP3P","GTPase, IMAP family member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:30975]"
"31","ENSG00000180221",29.2111110945361,-3.35935930158729,0.640765287854897,-5.24272985016634,1.58218108584188e-07,1.14123129611064e-06,"10",58212541,58213036,-1,"processed_pseudogene","TPT1P10","tumor protein, translationally-controlled 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:49301]"
"32","ENSG00000181126",282.045127734425,-3.23559148472403,0.469397948840867,-6.89306694397367,5.46021626548373e-12,7.85774490181687e-11,"6",29790954,29797811,1,"transcribed_unprocessed_pseudogene","HLA-V","major histocompatibility complex, class I, V (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23482]"
"33","ENSG00000182048",14.5882512651367,2.91367205825266,0.635232743529493,4.58677876405372,4.50137237923088e-06,2.4926349549991e-05,"11",3609901,3637559,1,"transcribed_unprocessed_pseudogene","TRPC2","transient receptor potential cation channel subfamily C member 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12334]"
"34","ENSG00000182487",1261.11076242354,-1.40602659014248,0.36149690047767,-3.88945683430372,0.000100468836345047,0.000420743921545825,"7",73220624,73235945,1,"transcribed_unprocessed_pseudogene","NCF1B","neutrophil cytosolic factor 1B pseudogene [Source:HGNC Symbol;Acc:HGNC:32522]"
"35","ENSG00000183292",81.0382947522586,-1.74472822934561,0.223605313671708,-7.80271363276807,6.05899371010342e-15,1.31467798215958e-13,"2",130570829,130584161,1,"transcribed_unprocessed_pseudogene","PRSS40A","serine protease 40A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37319]"
"36","ENSG00000183666",463.362128405563,1.22191189816151,0.266191447967971,4.59034994358096,4.42503487234978e-06,2.45394172558016e-05,"5",21341833,21589372,1,"transcribed_unprocessed_pseudogene","GUSBP1","GUSB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13670]"
"37","ENSG00000184106",20.7094945534287,-1.63713613247829,0.583618106165658,-2.80514966068171,0.00502932217066812,0.0137022738106149,"6",41208713,41217947,-1,"transcribed_unprocessed_pseudogene","TREML3P","triggering receptor expressed on myeloid cells like 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:30806]"
"38","ENSG00000184208",74.6717798360684,-1.09146813131843,0.340425602157375,-3.20618697419196,0.00134506559014466,0.00431921958377087,"22",41688877,41698136,1,"transcribed_unitary_pseudogene","C22orf46","chromosome 22 putative open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26294]"
"39","ENSG00000184414",117.791805322873,-1.88940083810975,0.267362784947121,-7.06680564568266,1.58540750797876e-12,2.48321340966857e-11,"7",100570131,100571136,1,"processed_pseudogene","IRS3P","insulin receptor substrate 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:6127]"
"40","ENSG00000185031",41.35394998698,-3.24482221288052,0.592738417295015,-5.47429037532002,4.39268273869947e-08,3.48842268283931e-07,"1",64984608,64986087,-1,"processed_pseudogene","SLC2A3P2","solute carrier family 2 member 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31074]"
"41","ENSG00000185986",166.065981510124,-1.10342806981581,0.28918547457964,-3.81564140252809,0.000135829644918055,0.000551788470414474,"5",1567495,1594620,-1,"transcribed_unprocessed_pseudogene","SDHAP3","succinate dehydrogenase complex flavoprotein subunit A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:18781]"
"42","ENSG00000186481",133.472693861054,-1.46619643344626,0.327794941439916,-4.4729074433109,7.71631827084393e-06,4.10117455786906e-05,"18",14179097,14252140,1,"transcribed_unprocessed_pseudogene","ANKRD20A5P","ankyrin repeat domain 20 family member A5, pseudogene [Source:HGNC Symbol;Acc:HGNC:33833]"
"43","ENSG00000187536",14.0396528653324,-2.6280971958744,0.749241981821309,-3.50767476948614,0.000452041319688603,0.00163012527703042,"2",25809925,25810656,-1,"processed_pseudogene","TPM3P7","tropomyosin 3 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39170]"
"44","ENSG00000187762",17.0742097289617,-2.31602588472272,0.778951754413237,-2.9732597321991,0.00294654996159078,0.008593295806351,"6",35023522,35023831,1,"processed_pseudogene","HSPE1P11","heat shock protein family E (Hsp10) member 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:49330]"
"45","ENSG00000187847",27.6447895907811,-1.38416524422817,0.43091351452719,-3.21216484877926,0.00131738759105317,0.00423924481479337,"19",9198354,9210067,1,"transcribed_unprocessed_pseudogene","OR7E25P","olfactory receptor family 7 subfamily E member 25 pseudogene [Source:HGNC Symbol;Acc:HGNC:8397]"
"46","ENSG00000188599",77.3420307405709,-1.13051278792422,0.309784605513684,-3.64935109041201,0.000262903585208407,0.000997854818626225,"16",15104312,15123498,-1,"transcribed_unprocessed_pseudogene","NPIPP1","nuclear pore complex interacting protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35407]"
"47","ENSG00000188681",41.0006583015291,1.28241869381492,0.533963396258003,2.40169776206021,0.0163191854274013,0.0380494691807305,"21",9068361,9129752,-1,"transcribed_unprocessed_pseudogene","TEKT4P2","tektin 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:40046]"
"48","ENSG00000188933",92.4649884967592,-2.38727190278444,0.515803657814026,-4.6282570249728,3.68756176626731e-06,2.07483894469486e-05,"17",16786489,16804455,1,"transcribed_unprocessed_pseudogene","USP32P1","ubiquitin specific peptidase 32 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43570]"
"49","ENSG00000188985",29.7403445767064,2.16212614899538,0.756731845427044,2.85718932282444,0.00427410819266796,0.0118946493310768,"18",26170726,26171284,-1,"processed_pseudogene","DHFRP1","dihydrofolate reductase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2862]"
"50","ENSG00000189149",39.2851671833808,1.84485424995595,0.458671508483042,4.02216884161262,5.76646967161553e-05,0.000255369483291471,"16",21300849,21339037,1,"transcribed_unitary_pseudogene","CRYM-AS1","CRYM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:34405]"
"51","ENSG00000189332",127.438159620529,-1.0415078003896,0.264589344472071,-3.93631800429339,8.27413157664348e-05,0.000353352212897146,"11",18209138,18214562,1,"transcribed_unprocessed_pseudogene","SLC25A51P4","SLC25A51 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:54321]"
"52","ENSG00000189423",350.813147827675,-2.03478444205136,0.252655121669203,-8.05360456818867,8.03906553715393e-16,1.95497128982206e-14,"17",20408311,20434286,1,"transcribed_unprocessed_pseudogene","USP32P3","ubiquitin specific peptidase 32 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43576]"
"53","ENSG00000196274",17.0335885466331,-1.53958380392185,0.666848990889775,-2.30874429586762,0.0209577747467756,0.0471882806242521,"15",76230048,76230390,-1,"misc_RNA","Metazoa_SRP","Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"54","ENSG00000197550",9.60264456199212,4.34389763554661,1.04727588725206,4.14780640748306,3.35676052869123e-05,0.00015680614209598,"9",64817870,64836341,1,"unprocessed_pseudogene","","zinc finger pseudogene"
"55","ENSG00000198155",100.667108895133,2.23263726496298,0.358025467297662,6.23597332841902,4.48977599401702e-10,4.88001816368876e-09,"4",212610,255985,1,"transcribed_unprocessed_pseudogene","ZNF876P","zinc finger protein 876, pseudogene [Source:HGNC Symbol;Acc:HGNC:32472]"
"56","ENSG00000198237",317.456669416138,1.55889635713155,0.387355642080041,4.02445759860502,5.71067816393352e-05,0.000253099566252426,"5",69875271,69920867,1,"unprocessed_pseudogene","GUSBP13","GUSB pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:54495]"
"57","ENSG00000199477",136.673196025107,4.22845426351034,1.24125748655172,3.40658913184663,0.000657800683053649,0.00227515898603401,"13",45337480,45337609,-1,"snoRNA","SNORA31","small nucleolar RNA, H/ACA box 31 [Source:HGNC Symbol;Acc:HGNC:32621]"
"58","ENSG00000199566",3.62800510918372,-4.82118093088057,1.92979445868189,-2.49828727053843,0.0124795018247435,0.0302264587663278,"12",47346166,47346297,-1,"snoRNA","",""
"59","ENSG00000199691",6.50473507015393,-1.51698947673295,0.640069561914988,-2.37003845674892,0.0177862351466319,0.0409882200622053,"20",38761528,38761842,1,"misc_RNA","RN7SKP173","RN7SK pseudogene 173 [Source:HGNC Symbol;Acc:HGNC:45897]"
"60","ENSG00000199730",12.6229990572352,-2.00199109356293,0.686311585919465,-2.91702942895947,0.00353382429041308,0.0100760619651555,"15",58703852,58704154,-1,"misc_RNA","RN7SKP95","RN7SK pseudogene 95 [Source:HGNC Symbol;Acc:HGNC:45819]"
"61","ENSG00000199879",31.3090797752835,3.68786527878001,0.643238302943135,5.73327997090066,9.85068301342904e-09,8.76568980572293e-08,"1",148263476,148263632,1,"snRNA","RNVU1-22","RNA, variant U1 small nuclear 22 [Source:HGNC Symbol;Acc:HGNC:48462]"
"62","ENSG00000199977",1.63284909161594,-3.65803757882269,1.53939189200016,-2.37628741442163,0.0174878351130842,0.0403775762079376,"18",21817624,21817828,1,"snoRNA","SNORA73","Small nucleolar RNA SNORA73 family [Source:RFAM;Acc:RF00045]"
"63","ENSG00000200063",30.2174330192253,-4.09416409332528,1.56951129115624,-2.60855982138819,0.00909241177110099,0.0229927033465764,"17",78399935,78400063,1,"snoRNA","",""
"64","ENSG00000200087",1387.8733259048,2.67483983959297,0.303247539261829,8.82064812827208,1.13799095905293e-18,3.8680050756556e-17,"1",28508559,28508762,1,"snoRNA","SNORA73B","small nucleolar RNA, H/ACA box 73B [Source:HGNC Symbol;Acc:HGNC:10116]"
"65","ENSG00000200534",107.127980193423,6.24164235569797,1.57574398599635,3.96107642559166,7.46126449289882e-05,0.000321687607820358,"6",132817219,132817348,1,"snoRNA","SNORA33","small nucleolar RNA, H/ACA box 33 [Source:HGNC Symbol;Acc:HGNC:32623]"
"66","ENSG00000200538",7.83303780874125,-2.98038292762272,0.831112138175336,-3.58601780761619,0.000335766040390125,0.00124576512473053,"17",48382371,48382586,-1,"snoRNA","U3","Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]"
"67","ENSG00000200783",2.56167650490612,-2.68306969584445,1.16751131882725,-2.29811022178316,0.0215555166301456,0.0482927875951846,"17",72663823,72664152,-1,"misc_RNA","RN7SKP180","RN7SK pseudogene 180 [Source:HGNC Symbol;Acc:HGNC:45904]"
"68","ENSG00000200795",9.46837755295233,3.01280279430753,0.828546638367221,3.63625009721206,0.000276635760406398,0.00104416053842688,"12",120293097,120293237,-1,"snRNA","RNU4-1","RNA, U4 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10192]"
"69","ENSG00000200959",164.432583248416,1.95342701793019,0.360073009476859,5.42508593123454,5.79266652945796e-08,4.50201977640329e-07,"5",139278781,139278978,1,"snoRNA","SNORA74A","small nucleolar RNA, H/ACA box 74A [Source:HGNC Symbol;Acc:HGNC:10119]"
"70","ENSG00000201183",22.4750010436949,2.6715600091265,0.736817319954216,3.62581054594714,0.00028805649190028,0.0010832684712379,"1",148402715,148402875,1,"snRNA","RNVU1-3","RNA, variant U1 small nuclear 3 [Source:HGNC Symbol;Acc:HGNC:48311]"
"71","ENSG00000201302",320.416819356449,6.50076378016941,1.29379206792245,5.02458157021183,5.0453132903596e-07,3.32765328183023e-06,"9",127448501,127448630,-1,"snoRNA","SNORA65","small nucleolar RNA, H/ACA box 65 [Source:HGNC Symbol;Acc:HGNC:10222]"
"72","ENSG00000201428",23.5422863626087,2.28692746916991,0.485761644327621,4.70792104703001,2.50255988006683e-06,1.45140828304989e-05,"12",112267077,112267394,1,"misc_RNA","RN7SKP71","RN7SK pseudogene 71 [Source:HGNC Symbol;Acc:HGNC:45795]"
"73","ENSG00000201544",9.76421548260746,-3.03379052054466,0.767513225872504,-3.95275340968342,7.72570419688946e-05,0.00033201166944757,"1",212352816,212352950,1,"snoRNA","SNORA16B","small nucleolar RNA, H/ACA box 16B [Source:HGNC Symbol;Acc:HGNC:32606]"
"74","ENSG00000201581",17.6862943744524,-1.73393618862092,0.519657264576475,-3.33669190602788,0.000847818747404185,0.00285614984866961,"10",6149623,6149940,1,"misc_RNA","RN7SKP78","RN7SK pseudogene 78 [Source:HGNC Symbol;Acc:HGNC:45802]"
"75","ENSG00000201772",79.9483105110145,4.10333476259388,0.441873526444419,9.28621996346281,1.5986513314878e-20,6.78788376852168e-19,"7",45104906,45105042,-1,"snoRNA","SNORA5C","small nucleolar RNA, H/ACA box 5C [Source:HGNC Symbol;Acc:HGNC:32590]"
"76","ENSG00000201821",1.51550162396603,-4.16743074985007,1.71761678304548,-2.4262866961866,0.0152542144782051,0.0358906807852255,"13",21038529,21038667,-1,"snRNA","RNU4-9P","RNA, U4 small nuclear 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:42507]"
"77","ENSG00000201998",138.014665743454,2.36788030481679,0.420715063830227,5.62822800605093,1.82070319306765e-08,1.54911302406332e-07,"11",9428773,9428954,1,"snoRNA","SNORA23","small nucleolar RNA, H/ACA box 23 [Source:HGNC Symbol;Acc:HGNC:32613]"
"78","ENSG00000202408",182.25386163112,4.09360062971234,0.972843972242393,4.20786965486011,2.57789484511161e-05,0.000123571586984791,"1",148334612,148334767,-1,"snRNA","RNVU1-21","RNA, variant U1 small nuclear 21 [Source:HGNC Symbol;Acc:HGNC:48464]"
"79","ENSG00000202538",142.086707314015,2.55369810285679,0.463491735861973,5.50969500698341,3.59455974599921e-08,2.89876814468018e-07,"12",120291763,120291903,-1,"snRNA","RNU4-2","RNA, U4 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10193]"
"80","ENSG00000203387",24.9841113799087,-1.94388152790014,0.48160938229095,-4.03622022198438,5.43192320363689e-05,0.00024172194668118,"2",228352120,228353215,-1,"processed_pseudogene","SNF8P1","SNF8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54702]"
"81","ENSG00000203414",21.2802776625274,-1.03050084343669,0.387205935692535,-2.66137666922278,0.00778218446999904,0.0200630905152836,"10",13156684,13158136,-1,"processed_pseudogene","BTBD7P1","BTB domain containing 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44875]"
"82","ENSG00000203435",149.98249989707,-1.6405252998785,0.253794854216073,-6.46398172628755,1.01983193269494e-10,1.211762752393e-09,"2",195994259,195995680,-1,"processed_pseudogene","E2F3P2","E2F transcription factor 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3117]"
"83","ENSG00000203616",20.5380216147027,-4.78063578987794,0.880288609756753,-5.43075956781828,5.61146947027854e-08,4.37783558908141e-07,"21",13936993,13937325,-1,"processed_pseudogene","RHOT1P2","ras homolog family member T1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37838]"
"84","ENSG00000203690",64.1144841477749,-1.30808223739163,0.311056561296703,-4.20528739833881,2.6075059938794e-05,0.000124833410153665,"6",167357033,167384510,-1,"transcribed_unprocessed_pseudogene","TCP10L3","t-complex 10 like 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:11656]"
"85","ENSG00000204872",31.5256104379944,3.37316308099183,0.735041776134396,4.58907668994188,4.45210854970568e-06,2.4684406602248e-05,"2",73700576,73701340,-1,"polymorphic_pseudogene","NAT8B","N-acetyltransferase 8B (putative, gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30235]"
"86","ENSG00000205176",3.64660106927351,-4.23130714152154,1.29696976152126,-3.26245627851685,0.00110451208957664,0.003621753187879,"8",85656442,85663497,-1,"transcribed_processed_pseudogene","REXO1L1P","REXO1 like 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:24660]"
"87","ENSG00000205702",76.1454801713668,-1.40799942405978,0.310839024200818,-4.52967392906929,5.90747859818761e-06,3.20090394297513e-05,"22",42140203,42149455,-1,"polymorphic_pseudogene","CYP2D7","cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:2624]"
"88","ENSG00000205763",12.1441811243517,-2.00368911596368,0.676416934770649,-2.96221015909821,0.00305439227335487,0.00887372900052162,"7",32916815,32943176,-1,"transcribed_unprocessed_pseudogene","RP9P","RP9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33969]"
"89","ENSG00000205794",8.86177037460434,2.64370245041426,0.883568166232936,2.99207525966627,0.00277087944736288,0.00814802253688519,"4",40042917,40057199,-1,"transcribed_processed_pseudogene","","acyl-CoA thioesterase 7 (ACOT7) pseudogene"
"90","ENSG00000205918",122.064582311522,-1.02123324503664,0.296485138386063,-3.44446689839428,0.000572186692973811,0.00200669247911913,"16",2616121,2643296,-1,"transcribed_unprocessed_pseudogene","PDPK2P","3-phosphoinositide dependent protein kinase 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:49897]"
"91","ENSG00000206149",413.798399281082,-1.07073995916904,0.266073312063352,-4.02422907756379,5.71622560917708e-05,0.000253271006320931,"15",28589492,28685264,1,"transcribed_unprocessed_pseudogene","HERC2P9","hect domain and RLD 2 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:30495]"
"92","ENSG00000206652",6419.63227833433,1.38228358196761,0.338543442161796,4.08303162849923,4.44519702415872e-05,0.000202006047020241,"1",16514122,16514285,-1,"snRNA","RNU1-1","RNA, U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10120]"
"93","ENSG00000206687",8.10726849868071,-1.8336497925279,0.79048039166183,-2.31966511993171,0.0203590001150259,0.0460233222535625,"18",797989,798135,-1,"snRNA","RNU1-109P","RNA, U1 small nuclear 109, pseudogene [Source:HGNC Symbol;Acc:HGNC:48451]"
"94","ENSG00000206828",125.600335580651,3.04773967120712,0.779517914346658,3.90977502263246,9.23821216536234e-05,0.000390384227909906,"1",149636766,149636929,1,"snRNA","RNVU1-30","RNA, variant U1 small nuclear 30 [Source:HGNC Symbol;Acc:HGNC:54434]"
"95","ENSG00000206838",15.5339113688796,2.09273607904115,0.726741372205825,2.8796159941868,0.00398159802823334,0.0111865358182566,"7",45104349,45104482,-1,"snoRNA","SNORA5A","small nucleolar RNA, H/ACA box 5A [Source:HGNC Symbol;Acc:HGNC:32588]"
"96","ENSG00000207016",10.3725588355728,-6.26299814892749,2.72921337189598,-2.29479974465192,0.0217446032961604,0.0486548998747322,"2",69520043,69520174,-1,"snoRNA","SNORA36C","small nucleolar RNA, H/ACA box 36C [Source:HGNC Symbol;Acc:HGNC:33616]"
"97","ENSG00000207205",35.6302461071208,4.3341598826421,0.680688075529993,6.36732159479578,1.92357585519807e-10,2.20382095823986e-09,"1",144412576,144412740,1,"snRNA","RNVU1-15","RNA, variant U1 small nuclear 15 [Source:HGNC Symbol;Acc:HGNC:48320]"
