"","ensgene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chromosome_name","start_position","end_position","strand","gene_biotype","external_gene_name","description"
"31","ENSG00000229692",50.8114421506034,-1.71181724986026,0.391171032476895,-4.37613500933602,1.20802206741802e-05,0.00905477336047654,"2",38992279,38993857,-1,"lncRNA","SOS1-IT1","SOS1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41385]"
"32","ENSG00000232021",103.188556114158,-1.5961849576671,0.408105747195368,-3.91120431073709,9.18370418587288e-05,0.0269436761236102,"4",108167525,108258037,1,"lncRNA","LEF1-AS1","LEF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40339]"
"33","ENSG00000232774",688.710269372057,-1.06286862310229,0.279373483350153,-3.8044721007761,0.000142106926761299,0.0326149421303071,"14",61570405,61658696,1,"lncRNA","","novel transcript"
"34","ENSG00000234518",13.1147489819398,-3.36799901388286,0.857465804255793,-3.92785227955066,8.57078251105262e-05,0.0269436761236102,"1",89104285,89104767,-1,"processed_pseudogene","PTGES3P1","prostaglandin E synthase 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43824]"
"35","ENSG00000235613",20.1457048515191,-3.18882249875358,0.809988263497816,-3.93687494308018,8.25495981481713e-05,0.0269436761236102,"1",77847110,77848802,1,"processed_pseudogene","NSRP1P1","nuclear speckle splicing regulatory protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38087]"
"36","ENSG00000237414",30.4875964194715,-2.24766269898198,0.549165187007608,-4.092871784589,4.26063335480758e-05,0.0171569857269967,"9",23894990,23898054,-1,"lncRNA","","novel transcript"
"37","ENSG00000243302",132.641072733926,-1.28311050624939,0.351968858541297,-3.64552282144259,0.000266848731359338,0.0438421791674138,"7",128651185,128652334,1,"processed_pseudogene","","novel pseudogene"
"38","ENSG00000250995",19.0654577714384,-2.60288600404327,0.638633743252706,-4.07571011012695,4.58741393551242e-05,0.0178575789013734,"X",118769796,118770857,1,"processed_pseudogene","TMEM30BP1","TMEM30B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55058]"
"39","ENSG00000251034",342.03433257081,-1.03747961005704,0.282389694167426,-3.67392872858146,0.000238849381180697,0.0415040953292257,"8",22481588,22553444,-1,"lncRNA","","novel transcript"
"40","ENSG00000251379",188.411119107592,-1.23926104793304,0.308404124842962,-4.01830244184983,5.86189270879933e-05,0.021120296589581,"4",15358141,15420032,-1,"lncRNA","","novel transcript"
"41","ENSG00000253307",81.5699621999642,-1.95913204948383,0.52092810457578,-3.76084920793294,0.000169337492840586,0.0353053909675759,"8",141252286,141253292,-1,"lncRNA","","novel transcript"
"42","ENSG00000255423",153.910726360105,-1.10013343070919,0.233047735983083,-4.72063556450534,2.35108850857051e-06,0.00402369205837605,"3",73061659,73063337,1,"protein_coding","EBLN2","endogenous Bornavirus like nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:25493]"
"43","ENSG00000258045",11.6722989457987,-2.62009740575748,0.700660343421656,-3.73946867459675,0.000184409625812468,0.0371296126010848,"12",55731264,55731531,-1,"misc_RNA","Metazoa_SRP","Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"44","ENSG00000260388",53.0157407513947,-1.34639772820366,0.35690924704287,-3.77238118473836,0.000161696972201919,0.0346763379756263,"13",47930153,47932622,-1,"lncRNA","LINC00562","long intergenic non-protein coding RNA 562 [Source:HGNC Symbol;Acc:HGNC:43706]"
"45","ENSG00000260448",53.2982265629498,-2.1146755384928,0.471615693099842,-4.48389561550301,7.3292525962088e-06,0.00717098093032522,"16",25085168,25111555,-1,"lncRNA","LCMT1-AS1","LCMT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51177]"
"46","ENSG00000262155",108.652841780041,-1.27644740826057,0.300840201352853,-4.24294160993278,2.20608850063087e-05,0.0116170357788349,"16",25066937,25088618,1,"lncRNA","LINC02175","long intergenic non-protein coding RNA 2175 [Source:HGNC Symbol;Acc:HGNC:27550]"
"47","ENSG00000262714",60.1213635585964,-1.78901782020625,0.489137838471958,-3.65749218215269,0.000254695025394454,0.0425287601026331,"16",53386944,53389085,1,"lncRNA","","novel transcript"
"48","ENSG00000266777",84.0685874788848,-1.28390448933695,0.351781638916112,-3.64972001748824,0.000262526297474778,0.0434798594454799,"17",32039974,32042828,1,"transcribed_processed_pseudogene","SH3GL1P1","SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10835]"
"49","ENSG00000268903",235.006635236632,-2.89454758231129,0.736121678530988,-3.93215913446223,8.41863039761682e-05,0.0269436761236102,"1",135141,135895,-1,"processed_pseudogene","","novel pseudogene"
"50","ENSG00000271079",9.57521142178111,-5.94859890273331,1.3394323797364,-4.44113416453616,8.94859779443171e-06,0.00835351604110201,"7",143571801,143574387,1,"protein_coding","CTAGE15","CTAGE family member 15 [Source:HGNC Symbol;Acc:HGNC:37295]"
"51","ENSG00000272398",333.462657306027,-1.77264812252313,0.38045677010137,-4.65926292243615,3.17343654340967e-06,0.00468253073486528,"6",106969831,106975627,-1,"protein_coding","CD24","CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]"
"52","ENSG00000272630",58.817186664869,-1.16808619021166,0.323070680490834,-3.61557473564921,0.000299681999032233,0.0477098388691858,"10",73098044,73101297,-1,"lncRNA","","novel transcript"
"53","ENSG00000273356",44.328760125857,-2.17941956898814,0.404465951859036,-5.38838821653822,7.10923582124611e-08,0.000486674586869772,"3",50669989,50672048,1,"lncRNA","LINC02019","long intergenic non-protein coding RNA 2019 [Source:HGNC Symbol;Acc:HGNC:52854]"
"54","ENSG00000277589",16.4994910593772,-2.44618263083602,0.65595126744954,-3.72921397095127,0.000192077999688137,0.0375799373298799,"17",36998598,37000034,1,"lncRNA","","novel transcript, sense intronic AATF"
"55","ENSG00000277701",188.746751976276,-2.04250568144823,0.485105836868886,-4.21043311833059,2.54881572908667e-05,0.0127670801532324,"2",97281356,97291849,1,"lncRNA","","novel transcript"
"56","ENSG00000278740",19.5090477815231,-1.45037466991643,0.402940845980151,-3.59947293600479,0.000318862815567385,0.0499884400252472,"17",68188547,68189165,1,"lncRNA","","novel transcript"
"57","ENSG00000278768",143.850534285597,-1.08673571371654,0.287610860705229,-3.77849331228953,0.000157780088870712,0.0344715923950831,"11",117288453,117293571,1,"lncRNA","BACE1-AS","BACE1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:37125]"
"58","ENSG00000279202",147.075536873109,-1.50656322133978,0.283037737482757,-5.32283516233081,1.02162314218993e-07,0.000524526861778865,"16",24098239,24099971,1,"TEC","","novel transcript"
"59","ENSG00000279727",79.0471608437942,-2.00674696259415,0.520790563482856,-3.8532705914903,0.000116550463201539,0.0303806922208257,"3",36819276,36822498,-1,"lncRNA","LINC02033","long intergenic non-protein coding RNA 2033 [Source:HGNC Symbol;Acc:HGNC:52867]"
"60","ENSG00000279766",24.808748985803,-2.20985893893919,0.453064366408764,-4.87758275155414,1.0739379828729e-06,0.00245060715047341,"8",140572142,140572812,-1,"TEC","","TEC"
"61","ENSG00000280135",262.379593885058,-1.1062984163736,0.268667235706775,-4.11772731968337,3.8262704281726e-05,0.0159404246117051,"6",107697299,107700218,-1,"TEC","","TEC"
"62","ENSG00000286088",8.19250345472992,-6.11089323757108,1.40778398553153,-4.34078899914736,1.41972005722544e-05,0.00909164507153708,"10",122832167,122879583,-1,"protein_coding","","novel protein"
"63","ENSG00000286269",83.088012422499,-1.40347286085841,0.389684734577467,-3.6015597644085,0.000316313684594004,0.0499702626192851,"4",117648832,117657312,-1,"lncRNA","","novel transcript"
"64","ENSG00000287554",22.9283155630263,-1.55787895854359,0.413739825005121,-3.76535896326709,0.000166309978897438,0.035211423057904,"7",121304657,121309842,-1,"lncRNA","","novel transcript"
"65","ENSG00000288056",21.0359227241807,-1.74622761466705,0.43067101786474,-4.05466711766401,5.02057468987685e-05,0.0187468258920002,"6",145784406,145786559,-1,"lncRNA","","novel transcript"
